,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,preciptype,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,daytime,pressure,daily_score
685,9.5,0.5,4.6,9.5,-2.8,3.1,-7.5,41.5,0,0.0,0,20.5,14.7,25.5,83.6,17.9,131.2,11.3,5,0.08,10.681111111111111,1017.4,43.09990463717862
686,5.3,-4.0,0.1,5.1,-10.4,-2.2,-3.3,79.7,100,12.5,2,27.7,20.9,17.8,95.5,10.9,68.7,5.9,3,0.12,10.721666666666666,1014.9,27.025519722591277
687,-1.7,-5.7,-4.0,-7.5,-12.2,-9.6,-7.6,77.0,100,12.5,2,40.6,24.2,21.9,91.4,11.5,82.2,7.1,3,0.15,10.7625,1016.1,13.406863347900167
688,-1.1,-8.5,-5.2,-4.6,-12.1,-7.8,-12.5,57.5,0,0.0,0,29.5,15.6,40.3,35.0,18.3,91.9,8.1,3,0.18,10.803888888888888,1018.0,15.716122632856004
689,-0.9,-11.2,-5.6,-2.6,-11.2,-6.7,-10.4,69.7,0,0.0,0,18.4,8.9,214.7,43.6,17.3,182.5,15.8,7,0.21,10.845,1022.8,25.716391543571405
690,1.4,-8.0,-1.8,-1.4,-12.0,-4.5,-7.6,65.7,100,4.17,2,9.4,25.9,288.8,66.3,12.9,147.6,12.5,6,0.25,10.886666666666667,1024.5,18.32234691109161
691,-0.7,-14.0,-8.1,-3.0,-16.6,-9.8,-13.1,68.3,0,0.0,0,27.0,9.4,36.6,14.4,10.4,201.5,17.4,7,0.28,10.928611111111111,1032.2,14.168484525432401
692,2.6,-14.0,-5.9,2.0,-14.0,-6.5,-11.1,69.0,0,0.0,0,13.0,7.6,52.8,6.5,11.8,200.9,17.2,7,0.31,10.970277777777778,1033.5,20.826393251776526
693,7.9,-6.9,0.3,7.9,-6.9,0.2,-7.9,57.2,0,0.0,0,13.0,5.9,34.9,16.5,11.9,190.7,16.3,7,0.34,11.0125,1033.1,32.890305960104506
694,12.0,-3.3,3.6,12.0,-3.3,3.6,-4.2,60.2,0,0.0,0,13.0,6.3,317.0,0.0,12.9,200.5,17.3,7,0.37,11.055,1031.7,42.44742484495765
695,14.0,-1.4,5.9,14.0,-3.6,5.6,-4.3,55.1,0,0.0,0,16.6,13.1,33.6,7.6,10.9,198.1,17.1,7,0.4,11.097222222222221,1028.1,44.84209294836673
696,8.2,1.3,4.7,5.7,-1.4,2.8,-2.0,62.5,0,0.0,0,29.5,16.5,31.0,38.2,15.6,191.4,16.6,7,0.44,11.14,1030.0,48.12362954821558
697,11.7,-1.6,4.8,11.7,-1.6,4.8,-2.6,62.4,0,0.0,0,11.2,6.1,19.4,7.7,16.1,207.1,17.9,7,0.47,11.182777777777778,1028.4,47.789857759629164
698,13.5,-1.5,5.8,13.5,-1.5,5.7,-2.2,60.4,0,0.0,0,11.2,6.0,58.7,0.2,15.6,210.6,18.2,7,0.5,11.225833333333334,1021.0,47.91657356071752
699,10.6,-0.1,4.1,10.6,-1.6,3.0,-3.3,60.7,0,0.0,0,33.5,18.5,314.3,30.0,17.2,188.5,16.2,7,0.54,11.268611111111111,1020.2,44.22329350551917
700,6.5,-4.3,1.8,6.5,-4.3,1.3,-7.8,51.0,0,0.0,0,31.7,8.5,46.0,33.0,17.2,211.0,18.3,8,0.57,11.312222222222223,1025.2,29.99119054238144
701,7.2,0.7,3.7,5.0,-2.2,1.0,-6.3,49.5,0,0.0,0,48.2,15.4,38.9,56.3,17.3,202.0,17.5,7,0.61,11.355277777777777,1025.2,36.598176096325545
702,12.2,-2.1,4.5,12.2,-3.9,3.2,-6.4,48.9,0,0.0,0,27.7,19.7,19.3,10.3,17.0,223.0,19.4,8,0.64,11.39861111111111,1024.1,33.38248434264967
703,9.6,-2.5,3.7,9.6,-3.9,2.9,-5.9,52.1,0,0.0,0,18.4,8.1,37.4,5.8,14.8,220.9,19.0,8,0.68,11.441944444444445,1023.5,35.29984836689375
704,16.0,-2.9,6.0,16.0,-2.9,6.0,-7.9,43.5,0,0.0,0,18.4,9.3,248.0,7.1,16.7,230.4,19.9,8,0.71,11.485555555555555,1020.8,36.53512610333542
705,12.7,-0.2,6.8,12.7,-0.2,6.8,-6.2,41.8,0,0.0,0,22.3,15.2,264.5,60.3,16.5,137.1,11.8,6,0.75,11.529444444444444,1020.2,43.58564064628531
706,7.0,1.3,4.5,7.0,-1.7,3.4,0.5,75.9,100,16.67,2,20.5,13.6,5.8,90.0,14.3,128.0,10.9,5,0.79,11.573333333333334,1019.7,42.0924311203386
707,7.7,-0.1,2.9,7.7,-0.9,2.2,-5.8,56.1,100,4.17,2,18.4,12.1,230.0,42.6,13.5,233.7,20.2,8,0.82,11.616944444444444,1017.7,26.837127669907826
708,10.2,-3.2,3.7,10.2,-3.2,3.6,-8.8,45.8,0,0.0,0,13.0,7.0,355.9,33.7,16.4,205.9,17.9,7,0.86,11.660833333333333,1018.2,36.42859008963529
709,13.6,-1.9,6.5,13.6,-3.6,6.0,-5.2,45.9,100,4.17,1,16.6,7.3,16.7,51.1,15.4,165.9,14.3,6,0.89,11.704722222222221,1014.7,29.01787107884394
710,9.4,2.2,6.1,9.0,-1.5,4.9,1.5,72.8,100,16.67,1,25.9,15.7,338.3,82.7,14.7,102.5,8.9,4,0.93,11.748611111111112,1006.4,46.24923047035935
711,6.9,-1.8,2.5,5.3,-5.1,0.9,-8.9,45.2,100,4.17,2,24.1,13.0,345.3,35.3,17.0,246.1,21.2,8,0.96,11.7925,1019.2,13.63367278925007
712,13.2,-2.5,6.0,13.2,-2.5,6.0,-5.9,46.4,0,0.0,0,22.3,9.5,247.7,40.9,16.9,242.7,21.0,8,0.0,11.836666666666666,1018.7,41.62573800918995
713,14.2,2.5,9.0,14.2,2.5,9.0,-2.7,45.2,0,0.0,0,13.0,6.8,235.7,76.5,13.4,174.2,15.0,7,0.03,11.880833333333333,1014.1,58.56723796636508
714,14.5,4.2,9.7,14.5,4.2,9.7,1.5,57.7,0,0.0,0,27.7,15.2,143.4,79.6,16.9,183.2,15.9,6,0.06,11.925,1007.0,65.80538663571151
715,10.8,3.0,6.8,10.8,0.1,5.2,1.9,72.0,100,12.5,1,64.8,20.6,193.3,84.4,15.5,130.4,11.3,5,0.1,11.96888888888889,1002.1,42.24515326714551
716,7.6,0.8,3.7,5.7,0.3,2.5,1.0,83.3,100,16.67,2,37.1,21.7,211.4,87.4,13.4,147.1,12.7,6,0.13,12.013055555555555,1004.8,31.798986847777886
717,7.0,1.2,3.6,4.2,-0.8,1.9,-1.7,69.3,100,4.17,2,16.6,15.1,223.9,55.3,16.3,171.7,14.8,6,0.16,12.057222222222222,1010.7,38.849548761120616
718,7.1,1.4,3.1,5.0,-0.1,2.4,-0.2,80.3,100,8.33,1,14.8,12.1,216.8,75.5,14.9,224.1,19.5,8,0.19,12.101111111111111,1016.1,36.58893886970421
719,9.0,3.7,5.5,9.0,0.6,4.8,2.7,83.3,100,8.33,1,27.7,13.8,12.9,92.0,11.6,141.0,12.2,6,0.23,12.145277777777778,1017.1,41.86595327173901
720,11.8,3.4,7.5,11.8,1.5,7.2,4.7,83.2,100,4.17,1,25.9,7.4,27.4,87.2,14.4,157.9,13.8,6,0.25,12.189444444444444,1012.2,46.17092721084559
721,14.1,5.9,9.6,14.1,3.4,9.0,6.1,79.9,100,8.33,1,55.4,13.6,15.1,68.1,13.8,210.3,18.2,7,0.29,12.233611111111111,1003.2,45.85444561567879
722,10.8,1.8,8.0,10.8,-1.8,7.0,4.2,77.6,100,12.5,1,25.9,13.7,0.4,82.8,12.1,71.0,6.1,3,0.32,12.2775,999.7,46.5952238203217
723,4.1,-1.4,0.9,1.2,-7.0,-1.0,-1.3,86.2,100,16.67,2,33.5,20.0,16.8,96.6,8.5,165.3,14.4,6,0.36,12.321388888888889,1003.9,25.08139142634162
724,1.4,-1.2,-0.3,1.4,-6.1,-1.7,-4.3,74.4,100,12.5,2,40.7,16.7,11.0,90.7,13.0,136.3,11.6,5,0.39,12.365277777777777,1012.8,27.374023703379013
725,1.9,-3.3,-0.4,-0.2,-3.3,-2.1,-4.0,76.8,100,4.17,2,20.5,12.5,349.7,73.8,13.7,135.1,11.7,4,0.42,12.409722222222221,1020.5,25.079401869838655
726,7.8,-0.7,3.1,7.0,-3.2,2.0,-2.9,67.1,100,4.17,2,18.4,10.1,354.9,76.6,14.5,213.8,18.3,7,0.45,12.453333333333333,1026.6,40.12788618473594
727,11.5,-1.9,5.2,11.5,-1.9,5.1,-2.8,59.9,0,0.0,0,18.4,8.4,4.8,5.4,13.7,277.0,24.0,9,0.5,12.497222222222222,1029.1,44.637452850908154
728,13.4,0.0,6.6,13.4,0.0,6.3,-0.6,62.6,100,4.17,1,22.3,14.6,7.2,34.7,16.9,279.7,24.0,9,0.52,12.540833333333333,1025.8,37.158473103904335
729,9.0,0.0,4.5,9.0,0.0,3.5,-1.4,68.3,100,4.17,2,24.1,16.8,27.4,81.1,13.1,177.8,15.3,7,0.56,12.584722222222222,1021.7,43.032307086467206
730,9.3,2.9,6.1,7.0,-1.7,2.6,0.6,68.3,0,0.0,0,38.9,26.5,34.2,81.0,17.5,135.9,11.7,5,0.59,12.628333333333334,1016.7,60.00781898576633
731,9.5,4.0,6.5,9.5,1.4,5.2,3.4,81.2,100,12.5,1,22.3,12.0,9.1,86.7,13.3,119.3,10.3,5,0.63,12.671944444444444,1012.3,45.178849071707745
732,9.3,4.8,6.7,8.7,3.1,6.1,2.2,73.8,100,4.17,1,16.6,12.2,344.5,72.9,16.3,216.4,18.8,8,0.66,12.715277777777779,1013.5,49.15966741199272
733,15.0,1.8,8.7,15.0,1.8,8.6,1.7,64.5,0,0.0,0,24.1,14.6,351.6,49.2,17.4,254.7,21.8,8,0.7,12.758611111111112,1015.2,62.98026377174549
734,15.7,5.6,11.5,15.7,5.6,11.5,4.0,62.2,100,4.17,1,50.0,14.7,354.2,61.9,16.2,211.9,18.4,7,0.75,12.801944444444445,1014.3,49.651940535323725
735,15.6,10.2,12.3,15.6,10.2,12.3,5.9,65.9,100,12.5,1,57.6,15.4,358.9,88.7,11.6,204.1,17.6,7,0.77,12.845277777777778,1010.7,61.562562652129465
736,17.9,9.0,13.4,17.9,9.0,13.4,4.5,60.2,100,8.33,1,11.2,9.8,24.3,85.9,15.3,120.1,10.5,5,0.8,12.888333333333334,1010.9,67.29982779187455
737,22.1,10.4,16.4,22.1,10.4,16.4,-1.4,32.6,0,0.0,0,55.4,18.4,353.0,16.6,17.2,291.8,25.4,9,0.83,12.93138888888889,1005.9,52.47076313703006
738,17.0,7.4,12.6,17.0,7.4,12.6,0.2,44.9,100,4.17,1,46.4,19.4,355.8,49.1,17.3,278.0,24.1,9,0.87,12.974166666666667,1008.1,39.39814528164569
739,7.7,1.6,3.8,7.7,-2.7,0.8,-1.7,67.8,100,12.5,1,40.7,24.5,21.6,93.8,11.6,184.4,15.9,7,0.9,13.016944444444444,1016.4,40.854974345822015
740,6.8,0.0,3.0,3.2,-4.4,-0.9,-6.9,49.2,0,0.0,0,55.4,29.8,21.0,71.3,17.3,144.1,12.3,5,0.94,13.059722222222222,1019.3,33.78513268255661
741,5.4,1.8,3.3,4.2,-2.0,1.8,-2.7,65.1,100,4.17,1,25.9,14.5,10.8,92.6,13.2,156.1,13.5,5,0.97,13.101944444444445,1019.1,40.511349515506154
742,8.1,0.5,4.5,8.1,0.5,4.3,-1.0,68.1,0,0.0,0,14.8,5.8,354.3,78.6,16.6,275.1,23.8,9,0.0,13.144444444444444,1021.2,62.22750085769117
743,12.9,3.6,8.1,12.9,3.6,8.1,0.2,59.1,0,0.0,0,18.4,8.0,5.1,71.1,13.7,291.3,25.2,9,0.04,13.186388888888889,1019.7,65.27014856599287
744,18.2,6.0,11.9,18.2,6.0,11.9,2.0,54.3,100,4.17,1,20.5,10.6,347.2,71.6,16.1,232.8,20.0,8,0.08,13.228333333333333,1015.4,54.68717645184272
745,18.6,8.9,13.8,18.6,8.9,13.8,-0.1,40.1,0,0.0,0,24.1,13.1,354.8,48.9,17.5,269.4,23.1,9,0.11,13.270277777777778,1013.7,62.16369293841416
746,17.2,8.5,13.0,17.2,8.5,13.0,2.5,49.9,0,0.0,0,18.4,10.8,359.1,69.5,17.5,231.5,20.1,7,0.14,13.311944444444444,1013.9,71.31138951717135
747,21.6,10.8,16.1,21.6,10.8,16.1,5.8,52.4,100,8.33,1,22.3,11.0,31.9,80.1,16.9,154.6,13.4,6,0.18,13.353055555555555,1014.1,66.45819802068307
748,19.0,13.2,16.4,19.0,13.2,16.4,9.2,66.0,100,8.33,1,33.5,12.5,359.0,85.1,13.7,183.6,15.7,8,0.21,13.394444444444444,1015.2,75.52058052177287
749,18.3,12.2,15.4,18.3,12.2,15.4,10.0,71.5,100,12.5,1,14.8,9.7,7.4,85.5,17.0,138.5,12.0,7,0.24,13.435555555555556,1013.0,77.76157907051635
750,17.1,9.3,13.5,17.1,9.3,13.5,3.2,53.7,0,0.0,0,29.5,16.8,358.3,42.0,17.5,315.4,27.2,10,0.25,13.47638888888889,1008.6,67.57064432825669
751,16.9,7.6,12.4,16.9,7.6,12.4,-0.4,44.1,0,0.0,0,24.1,10.4,356.7,42.6,16.9,326.0,28.1,10,0.31,13.516666666666667,1014.6,60.2104695267219
752,17.5,5.9,12.3,17.5,5.9,12.3,-1.2,43.8,0,0.0,0,24.1,12.3,0.3,30.1,17.5,314.4,27.1,9,0.34,13.556944444444444,1018.9,56.12453628452479
753,22.1,5.0,14.2,22.1,4.9,14.0,-1.4,39.7,0,0.0,0,24.1,11.8,3.9,20.5,17.5,324.0,27.9,10,0.37,13.596944444444444,1018.8,56.72822457202765
754,20.3,10.6,15.9,20.3,10.6,15.9,3.7,45.2,0,0.0,0,14.8,7.0,14.1,68.9,17.6,266.9,23.2,9,0.41,13.636944444444444,1015.2,77.06262892283075
755,17.3,10.2,13.6,17.3,10.2,13.6,7.7,67.9,100,8.33,1,20.5,13.5,22.1,84.5,15.8,138.5,11.9,5,0.44,13.676111111111112,1010.5,71.06653195611489
756,16.6,8.5,12.8,16.6,7.6,12.7,7.3,71.0,100,8.33,1,22.3,13.1,10.1,68.6,17.5,154.8,13.3,4,0.47,13.715555555555556,1009.3,65.42860253034456
757,19.9,7.3,13.2,19.9,6.1,12.8,3.6,55.6,0,0.0,0,24.1,8.3,4.9,43.0,17.5,327.8,28.3,10,0.5,13.754166666666666,1014.1,71.48912323144552
758,25.1,8.2,17.8,25.1,8.2,17.8,2.5,41.4,0,0.0,0,20.5,11.9,2.3,73.3,17.5,238.2,20.7,8,0.54,13.793055555555556,1012.3,77.03809105929288
759,28.0,14.9,22.2,26.7,14.9,21.9,5.5,37.4,100,8.33,1,48.2,22.5,356.2,64.7,16.6,306.2,26.6,9,0.58,13.831111111111111,1010.8,63.24842756612355
760,24.8,15.2,20.1,24.8,15.2,20.1,4.8,39.1,0,0.0,0,25.9,17.8,0.5,63.5,17.5,255.6,22.0,8,0.61,13.869166666666667,1012.6,81.14387249612777
761,26.9,10.4,19.3,26.6,10.4,19.3,4.1,39.8,0,0.0,0,22.3,13.1,5.9,21.4,17.5,330.9,28.6,10,0.64,13.906666666666666,1015.0,71.92440977208139
762,28.3,12.7,20.9,27.0,12.7,20.7,6.5,42.9,0,0.0,0,14.8,8.5,17.0,72.0,17.5,238.6,20.7,9,0.68,13.943888888888889,1012.3,89.30811234726033
763,29.1,14.0,22.7,27.6,14.0,22.3,7.3,40.8,0,0.0,0,25.9,12.2,8.3,59.2,17.5,225.9,19.5,8,0.75,13.980833333333333,1008.8,85.39214407489692
764,20.8,14.3,18.1,20.8,14.3,18.1,8.2,53.1,100,4.17,1,37.1,22.0,21.3,70.6,17.3,158.7,13.8,4,0.75,14.017222222222221,1010.5,65.90638031343882
765,23.0,9.6,17.1,23.0,8.3,17.0,5.1,48.7,0,0.0,0,25.9,13.3,31.3,37.0,17.2,329.3,28.3,10,0.78,14.053611111111111,1010.5,73.68890953833956
766,19.1,11.6,15.6,19.1,11.6,15.6,6.5,55.4,100,8.33,1,24.1,11.0,10.5,60.8,17.4,145.0,12.6,4,0.82,14.088888888888889,1010.1,63.121853876213954
767,24.2,7.9,17.2,24.2,7.1,17.2,5.4,50.1,0,0.0,0,18.4,7.1,17.6,22.2,17.5,329.0,28.4,10,0.85,14.124166666666667,1014.6,73.80326166687323
768,26.9,12.1,18.9,26.3,12.1,18.8,5.6,45.0,0,0.0,0,29.5,11.4,17.7,64.4,17.5,216.0,18.6,9,0.88,14.158888888888889,1011.0,83.23968079054008
769,17.4,8.7,14.3,17.4,6.5,14.1,0.4,40.7,100,4.17,1,42.5,19.4,20.1,36.3,17.5,352.6,30.6,10,0.92,14.193333333333333,1015.8,38.599906790378434
770,18.8,3.8,11.7,18.8,1.7,11.0,-5.0,35.5,0,0.0,0,29.5,13.2,26.1,0.5,17.5,363.6,31.4,10,0.95,14.226944444444445,1019.7,42.80076060582432
771,22.4,5.7,15.0,22.4,4.6,14.7,-4.4,29.6,0,0.0,0,16.6,13.8,20.2,0.0,17.5,361.0,31.3,10,0.0,14.260555555555555,1012.5,49.18444212749534
772,25.7,8.4,18.1,25.7,7.7,17.9,-1.7,29.2,0,0.0,0,27.7,10.6,16.9,1.4,17.2,358.1,31.1,10,0.02,14.293055555555556,1006.9,56.60818799634235
773,28.9,10.3,20.4,27.3,10.3,20.0,0.4,29.4,0,0.0,0,24.1,12.8,356.1,15.6,17.5,342.5,29.7,10,0.05,14.325555555555555,1005.6,64.54353410883611
774,29.4,11.8,22.1,27.7,11.8,21.6,-1.5,24.1,0,0.0,0,48.2,17.2,2.6,10.5,17.5,351.0,30.3,10,0.09,14.357222222222223,1007.4,57.88107782477074
775,29.3,12.2,21.9,27.6,12.2,21.5,3.6,33.6,0,0.0,0,22.3,9.4,14.9,17.0,17.5,352.6,30.5,10,0.12,14.388333333333334,1007.3,71.54610981414058
776,23.8,14.5,17.9,23.8,14.5,17.9,6.3,47.9,100,4.17,1,46.4,25.5,360.0,59.5,17.2,233.7,20.3,9,0.16,14.419166666666667,1003.0,60.92713620136336
777,21.1,10.4,16.0,21.1,10.4,16.0,5.1,50.5,0,0.0,0,24.1,14.2,354.7,46.1,17.5,325.7,28.2,9,0.19,14.448888888888888,1007.3,74.71130472895285
778,26.7,11.5,20.3,26.6,11.5,20.3,4.8,38.3,0,0.0,0,25.9,15.6,351.5,36.7,17.5,354.5,30.7,10,0.22,14.478333333333333,1006.5,74.54579257605464
779,24.0,11.4,17.9,24.0,11.4,17.9,0.7,36.6,0,0.0,0,35.3,15.0,356.4,7.8,17.6,364.0,31.4,10,0.25,14.506944444444445,1011.7,62.084679123006495
780,31.4,11.3,22.7,29.4,11.3,22.0,-2.1,23.1,0,0.0,0,31.7,16.0,2.0,3.5,17.5,364.1,31.4,10,0.29,14.535277777777777,1005.1,56.76886836916181
781,29.2,15.1,21.1,27.5,15.1,20.8,3.2,34.0,0,0.0,0,55.4,26.9,358.2,15.9,17.5,361.1,31.3,10,0.33,14.562777777777777,1002.6,65.30022876550369
782,16.2,11.6,13.4,16.2,11.6,13.4,6.1,61.4,100,4.17,1,42.5,14.7,1.2,75.9,17.2,239.9,20.7,9,0.36,14.589444444444444,1011.1,61.4166144715115
783,23.4,8.6,16.0,23.4,8.6,16.0,2.6,43.5,0,0.0,0,44.6,17.4,14.0,34.5,17.5,345.0,29.7,9,0.39,14.615555555555556,1015.1,64.06433521395384
784,27.7,10.9,19.9,26.4,10.9,19.8,3.3,36.5,0,0.0,0,31.7,19.1,16.3,8.4,17.5,358.0,31.0,10,0.43,14.641111111111112,1016.3,66.7631212399751
785,29.2,13.8,22.4,27.5,13.8,22.0,2.4,28.8,0,0.0,0,18.4,12.8,12.1,8.9,17.5,361.2,31.4,10,0.46,14.665833333333333,1014.4,69.29123174026863
786,31.2,14.3,23.7,29.1,14.3,23.0,0.6,24.5,0,0.0,0,18.4,13.0,24.3,0.8,17.5,361.1,31.2,10,0.5,14.689722222222223,1009.5,64.40099659650902
787,30.8,15.2,22.9,28.8,15.2,22.3,3.5,32.9,100,4.17,1,34.1,18.8,25.1,43.3,16.1,324.3,27.8,10,0.53,14.712777777777777,1007.0,57.4812717084395
788,29.7,15.7,22.3,27.9,15.7,22.0,7.6,45.0,100,8.33,1,48.2,11.6,13.2,47.9,17.3,279.3,24.0,9,0.56,14.735,1003.7,66.35279889641338
789,19.4,14.2,16.7,19.4,14.2,16.7,9.6,63.9,100,12.5,1,22.3,14.5,0.9,75.7,17.6,334.4,28.8,10,0.6,14.756388888888889,1007.1,75.29239733902797
790,25.6,10.7,18.7,25.6,10.7,18.7,7.0,51.1,0,0.0,0,18.4,9.2,27.5,30.6,17.7,364.1,31.5,10,0.63,14.7775,1011.8,81.23056031519002
791,22.1,14.9,19.0,22.1,14.9,19.0,10.2,57.9,100,12.5,1,25.9,16.0,359.3,75.0,17.2,183.3,15.8,5,0.66,14.7975,1006.9,75.65752832773414
792,20.1,12.9,15.1,20.1,12.9,15.1,9.4,69.8,100,12.5,1,20.5,9.7,355.0,72.5,17.2,231.1,20.0,8,0.7,14.81638888888889,1006.1,77.6048304403102
793,17.2,9.5,12.8,17.2,9.5,12.8,5.9,65.0,100,8.33,1,29.5,17.2,0.3,59.4,17.5,296.5,25.6,8,0.75,14.834722222222222,1012.7,60.92978894336754
794,17.3,7.9,12.9,17.3,7.9,12.9,3.8,55.9,0,0.0,0,24.1,14.1,359.1,65.9,17.5,371.5,32.2,10,0.76,14.852222222222222,1017.4,72.8871656379955
795,17.8,9.7,14.0,17.8,9.7,14.0,4.5,54.3,0,0.0,0,20.5,10.6,6.8,60.5,17.5,367.7,31.6,10,0.8,14.868611111111111,1018.6,75.48206839232068
796,18.6,6.8,13.5,18.6,6.8,13.5,3.3,51.9,0,0.0,0,24.1,13.5,19.8,39.2,17.5,371.4,32.1,10,0.83,14.884166666666667,1018.0,66.31002343159734
797,23.2,7.3,15.9,23.2,7.3,15.9,1.4,42.8,0,0.0,0,25.9,8.9,8.5,17.7,17.5,374.7,32.4,10,0.86,14.899166666666666,1015.1,63.805740238947806
798,25.6,10.1,19.1,25.6,10.1,19.1,3.1,37.7,0,0.0,0,18.4,11.4,10.6,28.3,17.5,341.3,29.6,10,0.9,14.913055555555555,1013.1,71.17515226710393
799,21.4,14.2,17.1,21.4,14.2,17.1,10.7,67.5,100,8.33,1,20.5,10.5,24.9,79.6,17.0,201.7,17.4,7,0.93,14.925833333333333,1011.8,81.64808295847723
800,23.4,13.2,17.7,23.4,13.2,17.7,11.0,67.1,100,8.33,1,20.5,16.4,27.6,53.9,17.5,282.7,24.3,7,0.96,14.938055555555556,1009.3,77.19924513604154
801,25.0,11.6,18.2,25.0,11.6,18.2,9.7,61.8,100,4.17,1,37.1,14.9,22.7,44.7,16.9,186.1,16.1,6,0.0,14.948888888888888,1007.6,69.78288904849153
802,24.0,14.2,17.0,24.0,14.2,17.0,11.5,72.2,100,8.33,1,18.4,20.5,27.3,67.0,16.4,263.1,22.6,7,0.03,14.959166666666667,1009.5,80.5794068939711
803,22.0,14.0,16.4,22.0,14.0,16.4,12.2,77.2,100,4.17,1,24.1,14.5,25.0,72.1,16.1,261.4,22.6,8,0.07,14.968055555555555,1011.8,75.61840038317374
804,26.3,10.4,18.8,26.3,10.4,18.8,9.0,57.8,0,0.0,0,16.6,8.7,4.8,31.7,17.5,348.5,30.0,10,0.1,14.97638888888889,1010.3,86.84092017227508
805,24.6,13.1,16.9,24.6,13.1,16.9,11.7,73.7,100,12.5,1,44.6,16.9,9.7,80.2,15.7,179.9,15.5,5,0.14,14.983611111111111,1006.6,77.360493953576
806,20.4,11.7,15.9,20.4,11.7,15.9,9.0,66.9,100,8.33,1,18.4,11.2,355.7,72.7,17.3,331.5,28.6,10,0.17,14.989722222222222,1008.7,75.6220952738224
807,20.8,13.8,17.8,20.8,13.8,17.8,7.5,52.7,0,0.0,0,29.5,17.6,359.1,60.6,17.5,246.6,21.5,8,0.21,14.995,1006.7,82.3420118445121
808,21.7,13.3,17.6,21.7,13.3,17.6,9.1,59.6,100,4.17,1,20.5,12.6,356.0,68.6,17.5,358.1,31.0,10,0.24,14.999166666666667,1013.1,73.79899833150951
809,25.7,13.6,19.9,25.7,13.6,19.9,9.3,53.6,0,0.0,0,35.3,13.0,352.6,35.9,17.5,372.3,32.2,10,0.25,15.002222222222223,1012.4,84.66249791259256
810,28.1,15.7,22.4,27.0,15.7,22.2,9.5,46.9,0,0.0,0,24.1,10.2,9.7,52.0,15.9,339.2,29.4,10,0.31,15.004722222222222,1008.3,92.04702109609345
811,29.7,16.6,23.7,28.3,16.6,23.3,11.1,48.0,100,8.33,1,16.6,15.9,12.2,51.9,17.3,362.1,31.2,10,0.35,15.005555555555556,1005.7,76.13639562986593
812,26.4,16.8,20.8,26.4,16.8,20.8,12.6,61.7,100,16.67,1,25.9,13.6,359.0,61.6,16.3,329.2,28.8,10,0.38,15.005833333333333,1006.6,84.015086752415
813,25.7,15.7,18.5,25.7,15.7,18.5,13.6,74.5,100,12.5,1,22.3,14.2,13.4,58.7,17.1,179.4,15.5,6,0.42,15.005,1009.9,82.41193054447712
814,28.2,13.0,20.7,27.2,13.0,20.6,11.8,61.7,100,4.17,1,27.7,16.3,17.2,30.9,15.9,333.6,28.8,9,0.45,15.00361111111111,1011.8,75.21518359855175
815,28.0,16.2,22.1,29.1,16.2,22.1,12.3,56.2,100,4.17,1,27.7,13.3,24.0,58.6,17.5,280.6,24.4,8,0.5,15.000833333333333,1011.2,81.37096615983532
816,27.4,15.6,21.2,27.1,15.6,21.1,12.5,59.3,100,8.33,1,37.1,16.7,25.3,44.8,17.3,299.3,25.7,8,0.52,14.996944444444445,1010.6,76.93643419606458
817,28.6,16.6,21.7,27.8,16.6,21.6,14.0,65.1,100,12.5,1,18.4,10.0,22.0,55.5,17.5,294.7,25.5,8,0.55,14.992222222222223,1008.6,88.34431433270187
818,29.6,16.7,23.7,28.5,16.7,23.4,12.7,53.5,0,0.0,0,27.7,15.5,25.8,27.3,17.3,338.2,29.2,10,0.59,14.986666666666666,1009.1,91.14011492344409
819,29.9,17.3,24.2,28.5,17.3,23.9,12.6,51.0,100,4.17,1,37.1,18.0,29.7,31.1,17.5,339.2,29.2,9,0.62,14.979722222222222,1010.7,71.73222808796349
820,30.1,17.2,24.7,28.4,17.2,24.1,9.6,42.7,0,0.0,0,27.7,14.6,30.1,25.5,17.2,370.6,32.1,10,0.65,14.972222222222221,1011.2,84.57211520288159
821,31.4,17.8,25.7,29.4,17.8,25.0,8.4,36.6,0,0.0,0,25.9,13.2,32.3,10.3,17.5,375.2,32.5,10,0.68,14.963611111111112,1010.1,78.39733711403298
822,33.8,19.0,26.9,31.3,19.0,26.0,9.0,37.1,0,0.0,0,18.4,9.5,18.7,1.6,17.5,368.8,31.9,10,0.72,14.953888888888889,1007.7,78.7537993208329
823,36.1,18.6,28.2,33.4,18.6,27.0,6.8,30.6,0,0.0,0,38.9,20.6,16.9,27.8,17.5,352.7,30.4,10,0.75,14.943333333333333,1002.5,71.57254249339567
824,30.4,19.2,24.1,28.9,19.2,23.9,10.8,45.1,100,8.33,1,42.5,22.0,18.4,62.3,16.9,301.3,25.9,9,0.78,14.931666666666667,1000.0,72.76428683873444
825,22.2,16.1,19.2,22.2,16.1,19.2,10.2,56.8,100,8.33,1,24.1,13.8,1.9,64.4,17.5,333.8,28.7,10,0.81,14.919444444444444,1005.5,75.26904373531346
826,26.1,12.8,20.3,26.1,12.8,20.3,8.4,49.0,0,0.0,0,22.3,10.7,7.1,28.9,17.2,331.3,28.5,10,0.85,14.90611111111111,1006.7,82.9066669282404
