,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,preciptype,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,daytime,pressure,daily_score
1777,0.3,-4.6,-2.5,0.3,-8.7,-4.2,-8.2,65.9,100,4.17,3,20.5,10.7,237.8,61.9,15.2,161.0,13.8,6,0.54,10.491666666666667,1028.9,19.77273360182936
1778,1.2,-4.4,-2.2,1.2,-4.4,-2.2,-5.9,75.9,100,4.17,2,27.0,3.9,204.1,80.6,13.5,108.3,9.4,5,0.57,10.53111111111111,1020.0,23.360661903151048
1779,3.6,0.8,2.2,3.6,0.8,2.0,0.1,86.1,100,8.33,2,27.0,5.9,213.2,91.4,11.3,71.6,6.0,3,0.61,10.570555555555556,1018.0,30.154618397990752
1780,6.5,0.0,3.1,4.2,0.0,2.2,-2.6,70.0,100,4.17,2,27.0,15.6,253.2,58.2,14.8,140.6,12.2,5,0.64,10.610277777777778,1024.3,35.80604838574623
1781,5.8,-4.8,0.9,5.8,-7.9,0.0,-5.5,64.0,0,0.0,0,27.0,8.1,40.4,47.4,15.7,171.5,14.8,7,0.68,10.650555555555556,1028.7,40.29794589535546
1782,8.4,1.1,4.2,6.7,-2.0,2.1,-3.4,58.8,0,0.0,0,27.0,11.7,36.5,79.4,17.5,78.6,6.8,4,0.71,10.690833333333334,1021.5,52.92428727894419
1783,8.0,2.3,4.9,5.7,1.3,3.1,-1.5,63.6,0,0.0,0,27.0,17.2,29.3,76.2,16.7,167.3,14.3,6,0.75,10.731388888888889,1025.0,56.46124503747281
1784,10.1,-1.4,4.3,10.1,-1.4,3.4,-5.8,54.0,0,0.0,0,27.0,18.0,33.1,2.5,17.5,186.4,16.1,7,0.78,10.7725,1026.4,34.46944537882678
1785,10.4,-2.5,3.5,10.4,-3.2,3.2,-7.1,49.6,0,0.0,0,27.0,8.1,49.4,0.0,17.5,186.3,16.0,7,0.82,10.813611111111111,1023.2,31.048734564548898
1786,11.0,-2.5,4.1,11.0,-2.5,4.1,-4.2,57.8,0,0.0,0,27.0,5.5,11.2,14.5,15.1,191.5,16.5,7,0.85,10.855277777777777,1019.6,41.100258240414746
1787,11.3,1.0,5.9,11.3,1.0,5.6,-1.7,60.0,0,0.0,0,27.0,11.6,49.0,73.3,14.7,107.2,9.3,4,0.89,10.896666666666667,1013.9,57.34209749401048
1788,7.2,3.7,4.8,6.3,1.3,3.5,1.9,82.0,100,12.5,1,27.0,9.3,25.9,90.9,9.8,66.6,5.7,4,0.92,10.938611111111111,1011.1,41.30205611429762
1789,4.3,1.7,2.9,4.3,-1.4,1.4,0.7,85.4,100,12.5,2,27.0,12.0,9.2,97.0,11.9,77.8,6.8,3,0.96,10.980555555555556,1018.0,32.74843163327852
1790,6.6,1.0,4.0,6.6,-2.2,2.2,-0.5,72.9,100,4.17,2,27.0,13.7,27.4,75.4,17.2,135.4,11.8,5,0.0,11.022777777777778,1022.9,38.77546146657778
1791,10.6,4.2,7.2,10.6,4.1,6.6,0.8,64.8,0,0.0,0,27.0,15.7,219.2,78.1,17.5,175.1,15.1,6,0.02,11.065277777777778,1016.3,64.29450795320187
1792,9.6,1.8,5.4,9.6,0.6,4.8,-7.5,42.3,0,0.0,0,27.0,11.9,310.7,15.7,17.5,208.5,18.0,7,0.06,11.1075,1018.8,33.810333731595485
1793,16.7,-2.0,6.8,16.7,-2.0,6.8,-5.2,47.3,0,0.0,0,27.0,10.5,113.8,32.8,17.6,208.0,18.0,7,0.09,11.150555555555556,1016.5,43.96441430815544
1794,12.0,5.6,9.5,12.0,5.6,9.4,0.0,52.0,100,4.17,1,27.7,19.3,173.0,74.3,17.6,113.1,9.7,5,0.12,11.193333333333333,1012.2,42.11289513008434
1795,10.4,2.0,7.2,10.4,0.8,6.2,1.2,67.4,100,4.17,1,50.0,22.3,199.2,76.6,16.0,187.9,16.1,7,0.16,11.23638888888889,1011.6,41.57453061443235
1796,10.0,4.4,6.7,10.0,2.7,5.5,2.2,74.4,100,8.33,1,27.0,19.4,19.4,72.7,14.2,111.5,9.6,5,0.19,11.279166666666667,1007.7,46.015694433213184
1797,10.4,0.3,5.3,10.4,0.3,5.2,-2.4,60.0,0,0.0,0,27.0,6.1,333.2,15.7,17.5,195.9,17.0,7,0.22,11.3225,1018.3,45.954870848690874
1798,14.7,-0.8,6.5,14.7,-0.8,6.5,-1.4,60.6,0,0.0,0,27.0,9.7,311.4,0.3,16.3,215.3,18.5,8,0.25,11.365833333333333,1019.1,47.1048345074651
1799,18.7,0.7,9.3,18.7,0.7,9.2,-0.3,56.0,0,0.0,0,27.0,7.7,346.0,0.0,15.6,220.9,19.2,8,0.29,11.409166666666666,1020.2,52.194120042317515
1800,18.4,4.1,11.3,18.4,2.5,10.8,-0.8,47.4,0,0.0,0,27.0,15.3,57.6,32.2,17.5,186.2,16.3,7,0.32,11.452777777777778,1015.6,55.475798753345266
1801,16.5,5.3,11.2,16.5,4.4,11.0,-0.9,45.6,0,0.0,0,57.6,16.0,64.1,66.4,16.6,96.0,8.3,4,0.36,11.49638888888889,1009.4,54.40887539337763
1802,14.1,6.6,9.7,14.1,5.1,9.5,2.0,60.6,100,8.33,1,49.5,13.6,223.9,49.2,17.5,185.1,15.8,7,0.39,11.54,1009.9,44.0478809404985
1803,17.4,0.8,9.2,17.4,0.8,9.2,-0.1,58.0,0,0.0,0,27.0,9.4,289.3,13.2,16.7,226.9,19.5,8,0.42,11.58388888888889,1016.9,54.25326365260185
1804,21.1,3.7,12.3,21.1,2.9,11.9,-0.2,46.7,0,0.0,0,27.0,8.2,42.9,19.1,17.5,213.0,18.4,8,0.45,11.6275,1020.2,56.9210220712536
1805,22.0,8.0,14.8,22.0,7.7,14.7,0.1,39.7,0,0.0,0,27.0,14.3,78.0,38.8,16.4,208.5,18.0,7,0.5,11.671388888888888,1011.8,62.385575858899394
1806,15.2,9.0,12.0,15.2,8.2,11.9,1.8,51.0,100,8.33,1,44.6,20.7,197.5,63.3,17.4,186.0,15.9,6,0.52,11.715277777777779,1007.9,45.32266558464401
1807,16.4,4.4,10.9,16.4,4.4,10.9,1.9,57.0,0,0.0,0,7.6,6.3,260.9,42.7,17.6,215.7,18.6,8,0.56,11.759444444444444,1016.2,66.88562107609258
1808,19.5,3.8,11.9,19.5,2.3,11.7,0.1,49.1,0,0.0,0,37.1,14.2,29.0,13.4,17.8,171.1,14.8,7,0.59,11.803333333333333,1016.1,53.14811238553955
1809,19.6,8.1,14.3,19.6,6.4,13.9,3.4,48.4,0,0.0,0,27.0,24.0,34.3,40.1,17.9,183.3,15.9,7,0.62,11.8475,1008.5,64.20620954077988
1810,20.9,10.5,15.4,20.9,10.5,15.4,3.0,48.2,0,0.0,0,9.4,9.6,277.5,24.3,18.2,226.3,19.5,8,0.66,11.891666666666667,1009.1,71.47846489303616
1811,18.3,5.3,11.2,18.3,4.7,11.1,0.4,49.1,100,4.17,1,27.0,17.0,296.2,56.8,17.2,149.5,13.0,5,0.69,11.935555555555556,1011.0,44.66104330658744
1812,7.7,0.6,3.8,5.3,-4.1,-0.1,-1.3,69.6,100,12.5,2,27.0,26.7,28.3,86.1,15.9,120.5,10.3,6,0.75,11.979722222222222,1020.7,40.79746668880478
1813,5.1,-4.3,0.2,1.4,-9.2,-4.3,-9.7,49.4,100,4.17,3,44.6,24.9,29.6,35.2,17.3,257.0,22.3,9,0.76,12.023888888888889,1026.0,4.498434623833651
1814,4.1,-5.1,-0.1,0.3,-8.9,-3.1,-8.8,54.2,0,0.0,0,27.0,19.8,14.4,46.2,15.7,246.8,21.4,9,0.79,12.068055555555556,1021.6,28.875191455338104
1815,3.3,-1.0,1.0,2.3,-1.0,0.2,-1.9,81.9,100,12.5,2,27.0,11.2,2.3,95.8,7.6,110.0,9.5,4,0.83,12.111944444444445,1017.7,30.434530049815486
1816,6.6,-1.2,3.5,4.8,-1.2,1.9,-3.1,62.8,0,0.0,0,27.0,13.5,27.2,61.8,17.5,222.4,19.3,8,0.86,12.155833333333334,1018.1,47.989902928973606
1817,11.6,1.7,6.2,11.6,0.2,5.6,-1.0,61.2,0,0.0,0,27.0,12.8,30.7,41.2,17.5,259.0,22.5,9,0.9,12.200277777777778,1018.6,53.50571148176978
1818,16.1,-0.5,8.2,16.1,-0.5,8.2,-1.4,56.8,0,0.0,0,14.8,6.9,313.1,36.0,17.5,257.5,22.2,9,0.93,12.244166666666667,1016.2,56.344050685363484
1819,16.7,4.9,11.4,16.7,4.5,11.3,-0.2,48.2,0,0.0,0,16.6,11.0,62.9,54.7,16.7,200.3,17.2,8,0.97,12.288055555555555,1011.5,62.11556461919699
1820,16.7,8.3,11.8,16.7,6.9,11.5,2.6,54.8,100,12.5,1,20.5,12.5,17.4,61.3,17.5,79.6,7.0,3,0.0,12.332222222222223,1009.7,53.528212418411634
1821,18.0,5.0,11.5,18.0,5.0,11.5,2.8,57.8,100,8.33,1,22.3,12.1,30.1,32.5,16.8,231.2,20.0,8,0.03,12.376111111111111,1014.4,47.976307626202605
1822,17.7,5.5,11.6,17.7,2.7,10.8,0.0,48.8,0,0.0,0,27.0,16.4,50.5,40.4,16.3,246.8,21.3,9,0.07,12.420277777777779,1014.5,59.15377817162728
1823,18.0,2.6,11.3,18.0,2.6,11.1,2.0,55.2,0,0.0,0,27.0,14.2,42.7,75.1,12.3,144.8,12.7,6,0.1,12.464166666666667,1009.0,67.48329332369329
1824,12.9,7.0,9.5,12.9,4.2,8.7,7.5,87.3,100,12.5,1,27.0,20.3,256.1,87.0,10.6,105.1,9.1,4,0.14,12.508055555555556,1006.0,48.322822050487275
1825,8.9,5.2,6.5,6.2,2.6,4.0,3.4,81.1,100,12.5,1,27.0,22.4,237.9,83.3,12.3,207.8,17.8,7,0.17,12.551388888888889,1006.8,42.958409273496116
1826,11.1,4.2,7.4,11.1,1.3,6.1,2.6,72.9,0,0.0,0,27.0,14.7,249.9,85.9,12.0,237.7,20.6,8,0.2,12.595277777777778,1011.0,69.19393295318989
1827,15.2,3.2,9.8,15.2,3.2,9.7,2.1,62.5,0,0.0,0,27.0,13.9,60.2,61.8,12.0,264.2,22.9,9,0.24,12.63888888888889,1011.3,67.01854239865487
1828,13.4,3.9,9.1,13.4,3.9,8.3,2.7,65.4,100,4.17,1,27.0,17.7,27.3,66.9,12.3,229.9,19.8,8,0.25,12.682222222222222,1009.6,50.58651101744429
1829,20.6,3.2,12.4,20.6,1.5,12.1,0.5,48.8,0,0.0,0,27.7,13.8,326.5,23.5,19.3,285.4,24.7,9,0.8,12.681111111111111,1021.1,57.066591288728254
1830,20.9,6.2,13.7,20.9,6.2,13.7,3.0,50.6,0,0.0,0,27.7,17.6,324.2,45.4,18.8,227.6,19.6,7,0.83,12.724444444444444,1019.1,66.1293053825686
1831,17.6,6.5,12.1,17.6,4.1,11.8,-2.9,40.8,0,0.0,0,33.5,13.6,4.5,21.8,19.7,278.6,24.1,9,0.86,12.768055555555556,1020.6,50.82284190777316
1832,19.2,2.4,11.1,19.2,0.2,10.3,-4.3,37.3,0,0.0,0,25.9,12.7,46.4,2.5,19.7,293.2,25.2,9,0.9,12.811388888888889,1017.4,42.74694783945548
1833,21.9,3.5,13.0,21.9,1.9,12.7,-1.8,41.2,0,0.0,0,14.8,8.6,27.5,0.0,19.7,296.4,25.6,9,0.93,12.854444444444445,1013.6,52.95218844038004
1834,23.3,5.7,15.2,23.3,5.7,15.1,0.0,39.9,0,0.0,0,20.5,11.3,12.6,3.0,18.6,293.4,25.2,9,0.96,12.8975,1012.7,57.03527945900134
1835,24.8,7.0,16.2,24.8,5.3,16.0,1.9,41.9,0,0.0,0,27.7,13.0,92.9,18.3,18.7,280.5,24.3,9,0.0,12.940277777777778,1014.8,63.1135640574511
1836,23.4,9.7,17.1,23.4,8.5,17.0,3.6,43.6,0,0.0,0,24.1,11.1,90.1,54.5,18.5,174.2,15.1,6,0.03,12.983333333333333,1014.2,73.91567160929672
1837,25.0,9.0,17.9,25.0,8.3,17.8,4.5,43.3,0,0.0,0,37.1,18.9,170.0,63.8,18.4,202.8,17.5,7,0.06,13.025833333333333,1008.0,73.24078562121964
1838,19.1,11.5,14.8,19.1,11.5,14.8,7.3,63.1,100,8.33,1,46.4,17.6,234.2,61.7,17.2,238.5,20.7,8,0.1,13.06861111111111,1006.3,62.53858222806398
1839,19.3,8.2,13.2,19.3,7.4,13.1,6.0,65.6,100,4.17,1,37.1,20.0,144.1,66.7,17.5,251.6,21.7,8,0.13,13.11111111111111,1007.0,61.38620267925027
1840,14.8,8.7,11.5,14.8,8.0,11.2,6.4,71.5,100,16.67,1,40.7,23.6,23.5,72.8,17.3,176.0,15.1,6,0.17,13.153055555555556,1008.7,58.153220732154836
1841,18.6,7.7,13.1,18.6,7.7,13.1,5.2,61.4,0,0.0,0,24.1,11.6,359.2,53.9,17.6,259.1,22.2,8,0.2,13.195277777777777,1012.3,75.82768277913951
1842,20.6,7.1,14.1,20.6,7.1,14.1,6.3,63.0,100,4.17,1,53.6,14.4,265.1,37.0,17.9,301.7,25.9,9,0.25,13.237222222222222,1013.1,53.546118426939245
1843,22.3,8.1,14.8,22.3,8.1,14.8,6.8,64.6,100,16.67,1,46.4,19.5,291.2,36.1,18.4,275.2,23.7,9,0.27,13.278888888888888,1012.6,57.95298608123882
1844,20.5,5.5,13.9,20.5,5.5,13.8,1.7,47.7,0,0.0,0,27.7,10.4,293.0,5.0,19.7,318.8,27.5,10,0.3,13.320555555555556,1021.0,57.58491812817088
1845,24.1,5.6,15.7,24.1,5.6,15.7,1.8,44.7,0,0.0,0,22.3,11.9,266.3,0.0,19.7,320.7,27.7,10,0.34,13.361944444444445,1021.0,60.3716709738634
1846,25.3,7.1,17.3,25.3,6.5,17.3,1.2,39.4,0,0.0,0,20.5,9.4,355.6,26.9,19.6,321.6,27.7,10,0.37,13.403055555555556,1022.3,66.29619127686172
1847,27.1,9.0,18.4,26.6,8.3,18.3,3.9,42.8,0,0.0,0,27.7,12.3,329.0,34.2,19.3,316.5,27.4,10,0.4,13.443888888888889,1020.1,72.80047781893309
1848,27.3,10.1,19.2,26.6,10.1,19.1,3.3,39.4,0,0.0,0,35.3,17.4,256.8,43.7,18.7,283.2,24.5,9,0.44,13.484722222222222,1014.6,72.15941429140825
1849,15.7,6.0,11.3,15.7,2.6,10.6,1.0,50.8,100,4.17,1,38.9,18.3,340.0,46.4,18.3,297.7,25.7,8,0.47,13.525,1020.3,40.48117457520961
1850,18.0,0.6,9.7,18.0,-2.5,8.7,-3.5,43.1,0,0.0,0,37.1,11.9,40.5,0.0,19.7,337.1,29.0,10,0.5,13.565277777777778,1022.2,40.334563209090476
1851,22.4,4.1,13.9,22.4,2.5,13.3,-1.2,39.8,0,0.0,0,31.7,14.5,116.1,45.1,19.4,197.7,16.9,7,0.54,13.605277777777777,1013.5,57.940432927112255
1852,23.7,11.6,17.7,23.7,11.6,17.7,0.9,35.6,0,0.0,0,40.7,16.1,239.4,72.6,17.6,302.3,25.9,9,0.57,13.645277777777778,1004.5,70.9419004523154
1853,17.6,10.4,13.4,17.6,10.4,13.4,5.6,60.4,100,12.5,1,48.2,17.9,229.7,66.6,17.5,255.1,22.0,7,0.61,13.684444444444445,1003.5,57.391173221086234
1854,17.6,5.8,11.4,17.6,4.5,11.3,7.4,77.6,100,12.5,1,48.2,21.0,189.3,60.2,16.8,190.4,16.3,6,0.64,13.723611111111111,1005.8,50.508302498716425
1855,15.7,5.2,10.2,15.7,5.2,10.1,2.8,63.6,0,0.0,0,20.5,10.2,248.0,26.6,18.5,335.0,28.9,10,0.68,13.7625,1014.0,65.47071480965957
1856,21.1,3.5,12.2,21.1,1.9,11.9,2.0,54.9,100,4.17,1,29.5,9.5,316.0,10.8,18.9,339.4,29.5,10,0.71,13.801111111111112,1016.5,43.22268869565383
1857,20.4,5.8,14.4,20.4,5.8,14.4,3.5,51.5,0,0.0,0,22.3,9.5,278.9,53.4,18.5,309.7,26.8,10,0.75,13.839166666666667,1017.1,70.53157810875386
1858,20.5,11.3,15.8,20.5,11.3,15.8,2.2,41.8,0,0.0,0,37.1,15.9,252.5,57.5,17.4,281.4,24.3,9,0.75,13.877222222222223,1014.9,68.33818680490529
1859,21.9,7.0,15.1,21.9,5.0,14.7,2.1,45.2,0,0.0,0,27.7,12.2,51.8,19.8,18.8,316.3,27.4,9,0.81,13.914722222222222,1015.6,62.30769893292205
1860,23.2,9.2,16.7,23.2,7.1,16.6,4.6,46.8,0,0.0,0,29.5,16.6,52.7,49.1,18.5,266.3,22.9,8,0.85,13.951666666666666,1014.4,72.392523995018
1861,24.1,9.6,16.7,24.1,8.8,16.6,7.9,59.4,100,12.5,1,64.8,19.8,209.9,70.7,16.6,262.4,22.8,9,0.88,13.988611111111112,1008.6,62.559046237809824
1862,15.7,7.2,11.3,15.7,7.2,11.2,5.8,71.2,100,12.5,1,33.5,18.3,241.4,66.3,16.7,214.5,18.6,6,0.92,14.025,1006.1,58.66003656611543
1863,15.6,7.7,10.7,15.6,7.7,10.6,6.4,76.2,100,4.17,1,27.7,15.2,175.6,72.9,16.4,191.0,16.4,6,0.95,14.060833333333333,1008.4,57.76232024969457
1864,13.5,8.5,10.6,13.5,8.0,10.4,7.2,80.2,100,16.67,1,33.5,16.0,43.6,82.4,16.4,169.2,14.6,5,0.0,14.096388888888889,1009.7,54.46003541774223
1865,16.4,8.5,12.3,16.4,8.5,12.3,6.6,70.3,100,8.33,1,29.5,12.8,77.3,69.3,16.1,242.2,20.9,7,0.02,14.131388888888889,1014.2,64.476315521268
1866,19.7,6.6,13.6,19.7,4.7,13.3,5.4,61.0,100,4.17,1,35.3,23.8,47.5,37.1,18.5,335.1,28.9,10,0.05,14.16611111111111,1018.2,51.982137533954784
1867,21.9,7.8,15.5,21.9,6.5,15.4,5.2,53.6,0,0.0,0,35.3,20.4,38.8,48.2,18.2,319.0,27.5,10,0.09,14.200277777777778,1019.0,71.56520008249146
1868,18.4,9.5,13.2,18.4,8.7,13.2,8.4,73.4,100,16.67,1,59.4,19.4,56.6,61.3,16.6,215.8,18.4,6,0.12,14.234166666666667,1016.6,58.35463964289417
1869,19.5,5.7,13.2,19.5,4.0,13.1,5.9,65.1,0,0.0,0,38.9,16.2,294.0,39.6,18.4,331.1,28.7,9,0.15,14.267222222222221,1014.9,71.47429629845824
1870,22.4,7.9,15.4,22.4,7.9,15.4,7.9,63.8,100,4.17,1,20.5,10.6,30.1,61.1,17.7,287.3,24.7,10,0.18,14.299722222222222,1012.8,68.39318383109725
1871,26.6,14.9,19.2,26.6,14.9,19.2,12.5,67.3,100,12.5,1,40.7,18.6,241.2,77.0,16.2,240.1,20.7,9,0.25,14.331944444444444,1009.0,83.57615269152352
1872,24.2,12.4,19.5,24.2,12.4,19.5,6.3,45.9,0,0.0,0,38.9,15.4,228.8,41.9,18.9,273.4,23.8,10,0.25,14.363611111111112,1012.5,76.14629604198834
1873,24.8,14.3,19.6,24.8,14.3,19.6,11.0,59.3,100,8.33,1,35.3,14.9,224.3,81.4,17.0,231.9,19.9,8,0.28,14.394444444444444,1014.1,78.55607530074221
1874,22.2,12.1,17.0,22.2,12.1,17.0,8.5,61.6,100,4.17,1,40.7,10.7,232.8,45.6,17.7,354.2,30.7,10,0.32,14.425,1015.0,66.57278700118138
1875,23.9,9.9,17.4,23.9,9.9,17.4,7.5,55.6,0,0.0,0,33.5,14.9,333.9,34.2,18.6,354.1,30.6,10,0.35,14.455,1012.2,77.5602549005628
1876,20.5,10.8,14.2,20.5,10.8,14.2,8.3,69.9,100,8.33,1,42.5,30.6,30.7,68.1,17.8,212.7,18.3,7,0.38,14.484166666666667,1011.8,66.71930362651467
1877,18.5,6.9,13.3,18.5,6.9,13.2,3.7,55.9,0,0.0,0,22.3,11.0,239.7,33.3,18.3,356.9,30.7,10,0.42,14.512777777777778,1015.8,68.37835689811008
1878,20.6,7.0,14.5,20.6,7.0,14.5,2.4,48.5,0,0.0,0,29.5,12.5,235.2,21.3,18.9,361.0,31.2,10,0.45,14.540833333333333,1017.0,62.823751993504025
1879,23.3,9.6,17.2,23.3,8.6,17.1,5.8,49.4,0,0.0,0,20.5,11.3,58.3,61.7,18.5,286.0,24.6,9,0.48,14.568333333333333,1016.0,79.86472977583281
1880,18.3,12.4,16.0,18.3,12.4,16.0,10.2,68.7,100,12.5,1,37.9,16.8,43.5,76.7,16.9,197.9,17.1,8,0.5,14.594722222222222,1011.9,72.28049301573793
1881,14.8,10.5,12.8,14.8,10.5,12.8,9.0,77.9,100,12.5,1,29.5,16.6,356.2,84.5,15.8,196.2,17.0,5,0.55,14.620555555555555,1010.4,62.56449383299682
1882,19.8,8.9,14.8,19.8,8.5,14.8,6.5,60.0,0,0.0,0,22.3,10.7,247.4,46.3,18.1,344.0,29.8,10,0.59,14.64611111111111,1013.2,78.18971268181964
1883,21.2,9.2,14.3,21.2,9.2,14.3,7.9,67.7,100,8.33,1,46.4,18.8,248.9,42.3,17.9,312.6,27.1,9,0.62,14.670555555555556,1008.2,61.24285987024342
1884,18.3,7.3,13.5,18.3,6.6,13.5,6.9,67.3,0,0.0,0,31.7,17.4,285.1,47.1,17.5,302.5,26.1,9,0.66,14.694166666666666,1008.4,76.42436024848884
1885,19.9,8.5,14.5,19.9,8.0,14.4,5.4,57.2,100,4.17,1,42.5,22.7,268.4,53.4,17.9,229.3,19.8,7,0.69,14.716944444444444,1011.5,54.36122077808984
1886,17.2,11.8,14.6,17.2,11.8,14.6,7.5,63.0,0,0.0,0,33.5,20.5,29.1,77.9,17.6,184.1,15.8,6,0.73,14.739166666666666,1013.6,82.6906105660857
1887,19.1,9.8,14.8,19.1,9.8,14.8,8.3,66.5,100,4.17,1,29.5,12.3,252.0,58.1,18.2,302.2,26.0,9,0.75,14.760555555555555,1015.6,66.40831699692752
1888,25.0,9.1,17.1,25.0,9.1,17.1,9.7,65.5,100,4.17,1,46.4,16.1,310.8,30.6,18.3,355.7,30.6,10,0.8,14.78111111111111,1015.8,64.16078133395975
1889,28.5,13.2,19.9,27.5,13.2,19.7,11.9,64.5,100,8.33,1,38.9,21.6,337.1,52.6,17.5,260.0,22.6,9,0.83,14.801111111111112,1014.8,76.73250465449995
1890,27.5,13.7,21.0,26.8,13.7,20.9,11.9,60.4,0,0.0,0,29.5,20.6,3.3,33.8,18.3,309.0,26.6,9,0.87,14.82,1016.4,91.23106607787015
1891,28.8,13.7,21.9,27.6,13.7,21.7,10.6,53.6,0,0.0,0,31.7,17.5,278.3,29.4,18.3,332.4,28.8,9,0.9,14.838333333333333,1014.9,86.39104355061671
1892,28.6,14.0,21.5,27.4,14.0,21.3,9.7,52.2,100,4.17,1,37.1,16.2,287.7,44.3,18.5,309.2,26.6,9,0.94,14.855277777777777,1010.5,70.32968549408517
1893,24.9,12.9,18.9,24.9,12.9,18.9,8.0,52.1,0,0.0,0,37.1,15.0,281.8,31.5,18.3,359.0,31.1,10,0.97,14.871944444444445,1010.2,79.66070549348224
1894,23.6,11.4,18.2,23.6,11.4,18.2,7.5,51.8,0,0.0,0,25.9,16.8,350.5,28.9,18.6,351.2,30.1,10,0.0,14.887222222222222,1013.7,77.20762969559014
1895,25.3,11.6,18.3,25.3,11.6,18.3,8.8,56.7,100,4.17,1,42.5,13.3,282.8,43.1,18.6,258.3,22.3,7,0.04,14.901666666666667,1013.7,65.44328735215288
1896,24.1,11.7,18.1,24.1,11.7,18.1,5.7,49.0,0,0.0,0,33.5,18.3,357.3,33.2,18.6,316.7,27.3,10,0.07,14.915277777777778,1014.1,75.11485310632538
1897,16.1,11.9,13.7,16.1,11.9,13.7,9.3,75.4,100,8.33,1,37.1,22.7,37.4,88.1,15.2,175.4,15.0,5,0.11,14.928055555555556,1015.5,66.16402788058639
1898,19.2,10.5,14.6,19.2,10.5,14.6,6.9,61.8,0,0.0,0,40.7,18.1,54.3,61.6,17.6,339.5,29.2,10,0.14,14.94,1013.7,78.68321743536687
1899,23.5,9.3,17.1,23.5,8.4,16.9,5.8,52.7,0,0.0,0,24.1,12.4,49.3,33.4,18.6,374.9,32.5,10,0.17,14.950833333333334,1013.8,76.29759707700744
1900,26.6,11.1,19.7,26.6,11.1,19.7,5.5,43.9,0,0.0,0,27.7,9.6,335.9,27.2,18.8,356.2,31.0,10,0.2,14.960555555555555,1014.9,76.21398833348564
1901,28.1,12.6,20.7,26.7,12.6,20.4,5.2,42.4,0,0.0,0,24.1,11.5,245.2,10.8,19.5,378.8,32.7,10,0.25,14.969444444444445,1016.3,76.19845084460457
1902,30.1,13.2,22.7,28.3,13.2,22.2,4.4,33.8,0,0.0,0,31.7,14.0,232.0,33.5,18.9,363.9,31.3,10,0.27,14.9775,1010.9,72.85736966084231
1903,25.4,15.8,20.0,25.4,15.8,20.0,9.5,54.2,100,8.33,1,44.6,22.7,223.3,72.0,17.1,221.9,19.1,8,0.3,14.984444444444444,1009.6,73.09730070103396
1904,24.7,13.6,19.5,24.7,13.6,19.5,9.8,57.1,0,0.0,0,31.7,17.9,291.1,41.0,17.7,301.3,26.2,7,0.33,14.990555555555556,1008.7,86.39994918448747
1905,27.9,12.3,20.9,26.9,12.3,20.8,8.4,47.8,0,0.0,0,29.5,16.6,349.6,18.7,18.7,362.6,31.3,10,0.37,14.995277777777778,1016.2,79.5112045333944
1906,29.5,13.2,22.4,27.9,13.2,22.1,7.6,41.9,0,0.0,0,37.2,22.2,39.1,2.3,19.4,379.0,32.7,10,0.4,14.999444444444444,1019.9,71.0534577276661
1907,29.7,15.0,23.6,28.3,15.0,23.2,9.8,44.5,0,0.0,0,46.4,21.3,51.9,0.0,19.7,373.4,32.4,10,0.43,15.0025,1019.2,73.79956677622462
1908,31.9,16.3,25.1,30.1,16.3,24.4,10.2,42.9,0,0.0,0,38.9,20.5,58.4,0.1,19.7,367.2,31.7,10,0.46,15.004444444444445,1018.0,74.37971197844108
1909,33.1,18.3,26.5,31.1,18.3,25.7,9.7,38.0,0,0.0,0,61.2,23.1,54.3,0.0,19.7,368.4,31.8,10,0.5,15.005277777777778,1019.7,68.82046477532789
1910,33.0,17.6,26.4,31.1,17.6,25.6,10.1,38.9,0,0.0,0,48.2,27.8,47.9,6.0,19.1,367.3,31.7,10,0.53,15.005555555555556,1019.5,71.27619331522408
1911,33.5,17.8,26.9,31.7,17.8,26.1,10.1,37.4,0,0.0,0,44.7,27.3,46.7,4.5,19.4,363.9,31.4,10,0.57,15.004444444444445,1016.9,70.74735024855102
1912,33.1,18.7,26.9,31.5,18.7,26.2,10.8,38.4,0,0.0,0,48.2,23.4,43.9,15.5,19.1,365.9,31.7,10,0.6,15.0025,1016.3,74.82276726351756
1913,32.4,20.1,26.6,30.7,20.1,26.0,11.2,40.0,0,0.0,0,48.2,25.6,41.1,20.7,18.7,364.2,31.3,10,0.64,14.999444444444444,1016.0,78.28407450453669
1914,31.5,18.2,26.0,29.9,18.2,25.4,12.2,45.7,0,0.0,0,37.1,18.2,61.0,10.0,18.9,362.8,31.4,10,0.68,14.995555555555555,1015.7,82.15451982929424
1915,33.6,19.9,27.6,31.9,19.9,26.7,11.0,38.3,0,0.0,0,22.3,12.8,60.4,12.4,18.6,369.2,32.1,10,0.71,14.990555555555556,1013.2,81.88081369894344
1916,34.6,20.9,26.2,33.4,20.9,25.9,12.5,44.4,100,4.17,1,61.2,28.9,43.1,34.2,18.5,358.4,31.1,10,0.75,14.985,1009.3,60.20506930192801
1917,29.8,17.7,23.7,29.2,17.7,23.5,13.5,55.1,100,4.17,1,29.5,14.9,279.8,35.0,18.5,306.6,26.4,9,0.78,14.977777777777778,1008.8,76.86495227313291
